Store Name,Address,Phone Number,Timings,latitude,longitude
 Vishal Mega Mart ,"Gopalpura Bypass Road, Gangaram Nagar, Shri Gopal Nagar, Near Canara Bank Jaipur, Arjun Nagar, Jaipur, Rajasthan 302020",0962 5215 640 ,10:00 AM to 09:00 PM,26.894094,75.79277
